KO,module,LevelA,LevelB,LevelC,Module_name,Module_desc,Associated_pathway
K01808,M00007,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map00030 map01200 map01230 map01100 map01120]","M00007_Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",[PATH:map00030 map01200 map01230 map01100 map01120]
K00036,M00008,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map00030 map01200 map01100 map01120]","M00008_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",[PATH:map00030 map01200 map01100 map01120]
K01057,M00008,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map00030 map01200 map01100 map01120]","M00008_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",[PATH:map00030 map01200 map01100 map01120]
K07404,M00008,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map00030 map01200 map01100 map01120]","M00008_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",[PATH:map00030 map01200 map01100 map01120]
K01690,M00008,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map00030 map01200 map01100 map01120]","M00008_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",[PATH:map00030 map01200 map01100 map01120]
K01625,M00008,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map00030 map01200 map01100 map01120]","M00008_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",[PATH:map00030 map01200 map01100 map01120]
K01647,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K05942,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01681,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01682,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00031,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00030,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00164,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00658,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01616,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00382,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00174,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00175,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00177,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00176,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01902,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01903,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01899,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01900,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K18118,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00234,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00235,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00236,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00237,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00239,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00240,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00241,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00242,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K18859,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K18860,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00244,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00245,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00246,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00247,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01676,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01679,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01677,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01678,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00026,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00025,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00024,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K00116,M00009,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]","M00009_Citrate cycle (TCA cycle, Krebs cycle)",[PATH:map00020 map01200 map01100]
K01647,M00010,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]","M00010_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",[PATH:map00020 map01200 map01210 map01230 map01100]
K05942,M00010,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]","M00010_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",[PATH:map00020 map01200 map01210 map01230 map01100]
K01681,M00010,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]","M00010_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",[PATH:map00020 map01200 map01210 map01230 map01100]
K01682,M00010,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]","M00010_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",[PATH:map00020 map01200 map01210 map01230 map01100]
K00031,M00010,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]","M00010_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",[PATH:map00020 map01200 map01210 map01230 map01100]
K00030,M00010,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]","M00010_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",[PATH:map00020 map01200 map01210 map01230 map01100]
K00164,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K00658,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K01616,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K00382,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K00174,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K00175,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K00177,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K00176,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K01902,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
K01903,M00011,A_Pathway modules,B_Carbohydrate metabolism,C_Central carbohydrate metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]","M00011_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",[PATH:map00020 map01200 map01100]
