"","Group","LevelB","LevelC","Module","Module_group","Module_desc","Module_desc_numbers","Presence","Total","Percent"
"456","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00911","M00911_Povi","M00911_Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD","M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (5)  ",5,8,62.5
"457","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00912","M00912_Gbar","M00912_NAD biosynthesis, tryptophan => quinolinate => NAD","M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (10)  ",7,8,87.5
"458","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00912","M00912_Gpac","M00912_NAD biosynthesis, tryptophan => quinolinate => NAD","M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (10)  ",7,8,87.5
"459","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00912","M00912_Povi","M00912_NAD biosynthesis, tryptophan => quinolinate => NAD","M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (10)  ",7,8,87.5
"460","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00913","M00913_Gbar","M00913_Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","M00913 Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate (4)  ",4,5,80
"461","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00913","M00913_Gpac","M00913_Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","M00913 Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate (4)  ",4,5,80
"462","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00913","M00913_Povi","M00913_Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","M00913 Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate (4)  ",4,5,80
"463","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00914","M00914_Gbar","M00914_Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA","M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  ",7,7,100
"464","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00914","M00914_Gpac","M00914_Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA","M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  ",7,7,100
"465","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00914","M00914_Povi","M00914_Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA","M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  ",7,7,100
"466","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00916","M00916_Gbar","M00916_Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P","M00916 Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P (2)  ",1,1,100
"467","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00916","M00916_Gpac","M00916_Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P","M00916 Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P (2)  ",1,1,100
"468","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00916","M00916_Povi","M00916_Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P","M00916 Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P (2)  ",1,1,100
"469","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00924","M00924_Gbar","M00924_Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide","M00924 Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide (16)  ",10,11,90.9090909090909
"470","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00924","M00924_Gpac","M00924_Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide","M00924 Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide (16)  ",10,11,90.9090909090909
"471","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00924","M00924_Povi","M00924_Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide","M00924 Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide (16)  ",10,11,90.9090909090909
"472","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00925","M00925_Gbar","M00925_Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide","M00925 Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide (12)  ",8,11,72.7272727272727
"473","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00925","M00925_Gpac","M00925_Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide","M00925 Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide (12)  ",8,11,72.7272727272727
"474","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00925","M00925_Povi","M00925_Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide","M00925 Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide (12)  ",8,11,72.7272727272727
"475","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00926","M00926_Gbar","M00926_Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme","M00926 Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme (10)  ",9,9,100
"476","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00926","M00926_Gpac","M00926_Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme","M00926 Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme (10)  ",9,9,100
"477","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00926","M00926_Povi","M00926_Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme","M00926 Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme (10)  ",9,9,100
"478","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00930","M00930_Gbar","M00930_Menaquinone biosynthesis, futalosine pathway","M00930 Menaquinone biosynthesis, futalosine pathway (6)  ",6,6,100
"479","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00930","M00930_Gpac","M00930_Menaquinone biosynthesis, futalosine pathway","M00930 Menaquinone biosynthesis, futalosine pathway (6)  ",6,6,100
"480","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00930","M00930_Povi","M00930_Menaquinone biosynthesis, futalosine pathway","M00930 Menaquinone biosynthesis, futalosine pathway (6)  ",6,6,100
"481","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00931","M00931_Gbar","M00931_Menaquinone biosynthesis, modified futalosine pathway","M00931 Menaquinone biosynthesis, modified futalosine pathway (4)  ",4,5,80
"482","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00931","M00931_Gpac","M00931_Menaquinone biosynthesis, modified futalosine pathway","M00931 Menaquinone biosynthesis, modified futalosine pathway (4)  ",4,5,80
"483","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00931","M00931_Povi","M00931_Menaquinone biosynthesis, modified futalosine pathway","M00931 Menaquinone biosynthesis, modified futalosine pathway (4)  ",4,5,80
"484","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00932","M00932_Gbar","M00932_Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","M00932 Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol (8)  ",4,7,57.1428571428571
"485","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00932","M00932_Gpac","M00932_Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","M00932 Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol (8)  ",4,7,57.1428571428571
"486","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00932","M00932_Povi","M00932_Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","M00932 Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol (8)  ",4,7,57.1428571428571
"487","Gbar","Energy metabolism","Methane metabolism","M00935","M00935_Gbar","M00935_Methanofuran biosynthesis","M00935 Methanofuran biosynthesis (2)  ",2,6,33.3333333333333
"488","Gpac","Energy metabolism","Methane metabolism","M00935","M00935_Gpac","M00935_Methanofuran biosynthesis","M00935 Methanofuran biosynthesis (2)  ",2,6,33.3333333333333
"489","Povi","Energy metabolism","Methane metabolism","M00935","M00935_Povi","M00935_Methanofuran biosynthesis","M00935 Methanofuran biosynthesis (2)  ",2,6,33.3333333333333
"490","Gbar","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00950","M00950_Gbar","M00950 Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin  ","M00950 Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin (3)  ",3,4,75
"491","Gpac","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00950","M00950_Gpac","M00950 Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin  ","M00950 Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin (3)  ",3,4,75
"492","Povi","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","M00950","M00950_Povi","M00950 Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin  ","M00950 Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin (3)  ",3,4,75
"493","Gbar","Carbohydrate metabolism","Other carbohydrate metabolism","M00968","M00968_Gbar","M00968 Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate","M00968 Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate (1)  ",1,3,33.3333333333333
"494","Gpac","Carbohydrate metabolism","Other carbohydrate metabolism","M00968","M00968_Gpac","M00968 Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate","M00968 Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate (1)  ",1,3,33.3333333333333
"495","Povi","Carbohydrate metabolism","Other carbohydrate metabolism","M00968","M00968_Povi","M00968 Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate","M00968 Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate (1)  ",1,3,33.3333333333333
